classified,count,hex_x,title,body,msg,system,time,hex_y,planned work,error,test,pre-launch,police,accident,unplanned service change,contingency,planned service change,retraction,fire,buses replace trains,unauthorized vehicle,end disruption,flooding,power outage,signal,government,traffic,road conditions,high volume,service enhancement,station rehab,maintenance,equipment problem,unauthorized person,event,sick customer,update,non service,construction,weather,other agencies,other
planned service change,383178,5d8ca,R Line - Weekend Planned Service Changes,"         WEEKEND6:30 AM to 12 midnight,  Sat and Sun,  Dec 17 - 18R trains are rerouted via the Q in both directions between Canal St and DeKalb Av*,  due to track improvements. No N or R trains in both directions at City Hall,  Cortlandt St,  Rector St,  Whitehall St,  Court St,  and Jay St-MetroTech - Use the 4 at nearby stations. Transfer between trains at 14 St-Union Sq or Atlantic Av-Barclays Ctr.*Bay Ridge-bound R trains skip DeKalb Av.This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.WEEKEND6:30 AM to 12 midnight,  Sat and Sun,  Dec 17 - 18Bay Ridge-bound R trains skip DeKalb Av and run express from Atlantic Av-Barclays Ctr to 59 St,  due to track improvements.6:30 AM to 12 midnight,  Sat and Sun,  Dec 17 - 18R service operates to/from the 179 St F station,  due to electrical improvements.NIGHTS11:45 PM to 6:30 AM,  Fri to Sun,  Dec 16 - 1811:45 PM Sun to 5 AM Mon,  Dec 18 - 19No R trains between Whitehall St and Atlantic Av-Barclays Ctr and R service operates between Atlantic Av-Barclays Ctr and Bay Ridge-95 St,  due to track improvements. For DeKalb Av,  take the D/N/Q instead. Or,  take the 4 at nearby Nevins St. To/from Jay St-MetroTech,  Court St,  and Whitehall St,  use the 4 at nearby stations. Transfer between trains at Atlantic Av-Barclays Ctr.This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.NIGHTS11:45 PM to 6:30 AM,  Fri to Sun,  Dec 16 - 1811:45 PM Sun to 5 AM Mon,  Dec 18 - 19R trains run express in both directions between Atlantic Av-Barclays Ctr and 36 St,  due to track improvements.Bay Ridge-bound R trains skip 45 St and 53 St. To Union St,  4 Av-9 St,  Prospect Av,  and 25 St,  take the D/N or R to 36 St and transfer to a Manhattan-bound D or N. From these stations,  take the D or N to Atlantic Av-Barclays Ctr and transfer to a Bay Ridge-bound R. To 45 St and 53 St,  take the N or R to 59 St and transfer to a Manhattan-bound N or Atlantic Av/Barclays Ctr-bound R. From these stations,  take the N or R to 36 St and transfer to a Bay Ridge-bound R.                          12/15/16 4:08 PM             NYC           ","WEEKEND6:30 AM to 12 midnight,  Sat and Sun,  Dec 17 - 18R trains are rerouted via the Q in both directions between Canal St and DeKalb Av*,  due to track improvements. No N or R trains in both directions at City Hall,  Cortlandt St,  Rector St,  Whitehall St,  Court St,  and Jay St-MetroTech - Use the 4 at nearby stations. Transfer between trains at 14 St-Union Sq or Atlantic Av-Barclays Ctr.*Bay Ridge-bound R trains skip DeKalb Av.This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.WEEKEND6:30 AM to 12 midnight,  Sat and Sun,  Dec 17 - 18Bay Ridge-bound R trains skip DeKalb Av and run express from Atlantic Av-Barclays Ctr to 59 St,  due to track improvements.6:30 AM to 12 midnight,  Sat and Sun,  Dec 17 - 18R service operates to/from the 179 St F station,  due to electrical improvements.NIGHTS11:45 PM to 6:30 AM,  Fri to Sun,  Dec 16 - 1811:45 PM Sun to 5 AM Mon,  Dec 18 - 19No R trains between Whitehall St and Atlantic Av-Barclays Ctr and R service operates between Atlantic Av-Barclays Ctr and Bay Ridge-95 St,  due to track improvements. For DeKalb Av,  take the D/N/Q instead. Or,  take the 4 at nearby Nevins St. To/from Jay St-MetroTech,  Court St,  and Whitehall St,  use the 4 at nearby stations. Transfer between trains at Atlantic Av-Barclays Ctr.This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.NIGHTS11:45 PM to 6:30 AM,  Fri to Sun,  Dec 16 - 1811:45 PM Sun to 5 AM Mon,  Dec 18 - 19R trains run express in both directions between Atlantic Av-Barclays Ctr and 36 St,  due to track improvements.Bay Ridge-bound R trains skip 45 St and 53 St. To Union St,  4 Av-9 St,  Prospect Av,  and 25 St,  take the D/N or R to 36 St and transfer to a Manhattan-bound D or N. From these stations,  take the D or N to Atlantic Av-Barclays Ctr and transfer to a Bay Ridge-bound R. To 45 St and 53 St,  take the N or R to 59 St and transfer to a Manhattan-bound N or Atlantic Av/Barclays Ctr-bound R. From these stations,  take the N or R to 36 St and transfer to a Bay Ridge-bound R.",NYC,12/15/16 16:08,5d8ca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,212066,33c62,F Line _研 Weekend Planned Service Change,"         11:15 PM Fri to 5 AM Mon,  Jan 23 _研 26 Coney Island-bound F trains are rerouted via the M from Roosevelt Av to 47-50 Sts. _癣 Trains run express from Roosevelt Av to Queens Plaza. _癣 To 21 St-Queensbridge,  Roosevelt Island,  Lexington Av/63 St,  and 57 St,  take the Coney Island-bound F to 47-50 Sts and transfer to a Jamaica-bound F. _癣 From 21 St-Queensbridge and Roosevelt Island,  take a Jamaica-bound F to Roosevelt Av and transfer to a Coney Island-bound F. _癣 From Lexington Av/63 St,  use the nearby 59 St 4/5/6 station for downtown local service to 51 St and transfer to a Coney Island-bound F at the E/M platform. _癣 From 57 St,  use the nearby 5 Av/53 St station,  where Coney Island-bound F is available.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station                          1/23/15 11:54 AM             NYC           ","11:15 PM Fri to 5 AM Mon,  Jan 23 _研 26 Coney Island-bound F trains are rerouted via the M from Roosevelt Av to 47-50 Sts. _癣 Trains run express from Roosevelt Av to Queens Plaza. _癣 To 21 St-Queensbridge,  Roosevelt Island,  Lexington Av/63 St,  and 57 St,  take the Coney Island-bound F to 47-50 Sts and transfer to a Jamaica-bound F. _癣 From 21 St-Queensbridge and Roosevelt Island,  take a Jamaica-bound F to Roosevelt Av and transfer to a Coney Island-bound F. _癣 From Lexington Av/63 St,  use the nearby 59 St 4/5/6 station for downtown local service to 51 St and transfer to a Coney Island-bound F at the E/M platform. _癣 From 57 St,  use the nearby 5 Av/53 St station,  where Coney Island-bound F is available.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.",NYC,1/23/15 11:54,33c62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,317962,4da0a,D Line - Weeknight Planned Service Changes,"         10:45 PM to 5 AM,  Mon to Fri,  Apr 18 - 22 Manhattan-bound D trains run express from Fordham Rd to 145 St.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  11:45 PM to 5 AM,  Mon to Fri,  Apr 18 - 22 Downtown D trains are rerouted via the A local from 59 St-Columbus Circle to W 4 St.  To 7 Av,  take the Manhattan-bound D to 42 St-Port Authority and transfer to a Jamaica Center-bound E.  From this station,  take the World Trade Center-bound E to W 4 St,  where Coney Island-bound D service is available.  To 47-50 Sts,  42 St-Bryant Park,  and 34 St-Herald Sq,  take the downtown D to W 4 St and transfer to a 205 St-bound D or 179 St-bound F.  From these stations,  take a Coney Island-bound F to B'way-Lafayette St and transfer to a Coney Island-bou                          4/15/16 4:15 PM             NYC           ","10:45 PM to 5 AM,  Mon to Fri,  Apr 18 - 22 Manhattan-bound D trains run express from Fordham Rd to 145 St.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  11:45 PM to 5 AM,  Mon to Fri,  Apr 18 - 22 Downtown D trains are rerouted via the A local from 59 St-Columbus Circle to W 4 St.  To 7 Av,  take the Manhattan-bound D to 42 St-Port Authority and transfer to a Jamaica Center-bound E.  From this station,  take the World Trade Center-bound E to W 4 St,  where Coney Island-bound D service is available.  To 47-50 Sts,  42 St-Bryant Park,  and 34 St-Herald Sq,  take the downtown D to W 4 St and transfer to a 205 St-bound D or 179 St-bound F.",NYC,4/15/16 16:15,4da0a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,317964,4da0c,F Line - Weekday and Weekend Planned Service Changes,"         DAYS 9:45 AM to 3 PM,  Monday,  Apr 18 9:45 AM to 3 PM,  Friday,  Apr 22 Coney Island-bound F trains run express from Smith-9 Sts to Church Av.  NIGHTS 9:45 PM to 5 AM,  Mon to Fri,  Apr 18 - 22 Coney Island-bound F trains skip Sutphin Blvd,  Briarwood,  and 75 Av.  11:15 PM to 5 AM,  Mon to Fri,  Apr 18 - 22 179 St-bound F trains run express from 4 Av - 9 St to Jay St-MetroTech.  All times until Spring 2016 Coney Island-bound F trains skip Ditmas Av.  To this station,  take the Coney Island-bound F to 18 Av and transfer to a Jamaica-bound F.  From this station,  take a Jamaica-bound F to Church Av and transfer to a Coney Island-bound F.                          4/15/16 4:18 PM             NYC           ","DAYS 9:45 AM to 3 PM,  Monday,  Apr 18 9:45 AM to 3 PM,  Friday,  Apr 22 Coney Island-bound F trains run express from Smith-9 Sts to Church Av.  NIGHTS 9:45 PM to 5 AM,  Mon to Fri,  Apr 18 - 22 Coney Island-bound F trains skip Sutphin Blvd,  Briarwood,  and 75 Av.  11:15 PM to 5 AM,  Mon to Fri,  Apr 18 - 22 179 St-bound F trains run express from 4 Av - 9 St to Jay St-MetroTech.  All times until Spring 2016 Coney Island-bound F trains skip Ditmas Av.  To this station,  take the Coney Island-bound F to 18 Av and transfer to a Jamaica-bound F.  From this station,  take a Jamaica-bound F to Church Av and transfer to a Coney Island-bound F.",NYC,4/15/16 16:18,4da0c,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,216647,3.40E+48,D Line _研 Weeknight and Weekday Planned Service Changes,"         NIGHTS 12:01 AM to 5 AM,  Tue to Fri,  Feb 10 _研 13 D trains run local in both directions between W 4 St and 34 St-Herald Sq.  10:45 PM to 5 AM,  Mon to Fri,  Feb 9 _研 13 205 St-bound D trains run express from 167 St to Fordham Rd.  DAYS 9:45 AM to 3 PM,  Wed to Fri,  Feb 11 _研 13 Coney Island-bound D trains run express from 62 St-New Utrecht Av to Bay Pkwy.                           2/6/15 4:37 PM             NYC           ","NIGHTS 12:01 AM to 5 AM,  Tue to Fri,  Feb 10 _研 13 D trains run local in both directions between W 4 St and 34 St-Herald Sq.  10:45 PM to 5 AM,  Mon to Fri,  Feb 9 _研 13 205 St-bound D trains run express from 167 St to Fordham Rd.  DAYS 9:45 AM to 3 PM,  Wed to Fri,  Feb 11 _研 13 Coney Island-bound D trains run express from 62 St-New Utrecht Av to Bay Pkwy.",NYC,2/6/15 16:37,3.40E+48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,246639,3c36f,D Line _研 Weekend Planned Service Changes,"         NIGHTS 11:45 PM to 6:30 AM,  Fri to Sun,  Jun 19 _研 21 11:45 PM Sun to 5 AM Mon,  Jun 21 _研 22 Coney Island-bound trains run express from Atlantic Av-Barclays Ctr to 36 St.  WEEKEND 3:45 AM Sat to 8 PM Sun,  Jun 20 _研 21 205 St-bound D trains are rerouted via the N from Stillwell Av to 36 St.  To Bay 50 St,  25 Av,  Bay Pkwy,  20 Av,  18 Av,  79 St,  71 St,  55 St,  50 St,  Fort Hamilton Pkwy,  and 9 Av,  take the D to 62 St-New Utrecht Av or 36 St and transfer to a Coney Island-bound D or N.  From these stations,  take a Coney Island-bound D or N to 62 St-New Utrecht Av or Stillwell Av and transfer to a 205 St-bound D.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.                          6/18/15 4:49 PM             NYC           ","NIGHTS 11:45 PM to 6:30 AM,  Fri to Sun,  Jun 19 _研 21 11:45 PM Sun to 5 AM Mon,  Jun 21 _研 22 Coney Island-bound trains run express from Atlantic Av-Barclays Ctr to 36 St.  WEEKEND 3:45 AM Sat to 8 PM Sun,  Jun 20 _研 21 205 St-bound D trains are rerouted via the N from Stillwell Av to 36 St.  To Bay 50 St,  25 Av,  Bay Pkwy,  20 Av,  18 Av,  79 St,  71 St,  55 St,  50 St,  Fort Hamilton Pkwy,  and 9 Av,  take the D to 62 St-New Utrecht Av or 36 St and transfer to a Coney Island-bound D or N.  From these stations,  take a Coney Island-bound D or N to 62 St-New Utrecht Av or Stillwell Av and transfer to a 205 St-bound D.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.",NYC,6/18/15 16:49,3c36f,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,259611,3f61b,4 Line _研 Weekend and Weekday Planned Service Changes,"         NIGHTS 11:45 PM to 7:30 AM,  Fri to Sun,  Aug 14 _研 16 11:45 PM Sun to 5 AM Mon,  Aug 16 _研 17 Downtown 4 service runs express from 14 St-Union Sq to Brooklyn Bridge.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  WEEKEND 12:01 AM Sat to 5 AM Mon,  Aug 15 _研 17 Brooklyn-bound 4 service runs local from 125 St to 14 St-Union Sq.  All times until September 2015 Downtown 4 service skips 103 St.  To this station,  transfer to the M101,  M102,  or M103 bus at 110 St.  Or,  take the downtown 4 local or 6 to 96 St and transfer to an uptown 4 or 6.  From this station,  take the M101,  M102,  or M103 to 96 St and transfer to downtown 4/6 service. Or,  take an uptown 4 or 6 to 125 St and transfer to a downtown 4 or 6. Note: Transfer between trains and buses                           8/13/15 4:27 PM             NYC           ","NIGHTS 11:45 PM to 7:30 AM,  Fri to Sun,  Aug 14 _研 16 11:45 PM Sun to 5 AM Mon,  Aug 16 _研 17 Downtown 4 service runs express from 14 St-Union Sq to Brooklyn Bridge.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  WEEKEND 12:01 AM Sat to 5 AM Mon,  Aug 15 _研 17 Brooklyn-bound 4 service runs local from 125 St to 14 St-Union Sq.  All times until September 2015 Downtown 4 service skips 103 St.  To this station,  transfer to the M101,  M102,  or M103 bus at 110 St.  Or,  take the downtown 4 local or 6 to 96 St and transfer to an uptown 4 or 6.  From this station,  take the M101,  M102,  or M103 to 96 St and transfer to downtown 4/6 service. Or,  take an uptown 4 or 6 to 125 St and transfer to a downtown 4 or 6.",NYC,8/13/15 16:27,3f61b,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,427152,68490,Z Line - Weekday Planned Service Changes,"         All times until Summer 2017Manhattan-bound Z trains skip 121 St and 104 St,  due to station rehabilitation. To these stations,  use the nearby 111 St or Woodhaven Blvd stations instead. Or,  take the Manhattan-bound J to 111 St or Woodhaven Blvd and transfer to a Jamaica Center-bound J. From these stations,  use the nearby 111 St or Woodhaven Blvd stations instead. Or,  take the Q56 bus and transfer to/from J service at nearby 111 St or Woodhaven Blvd.Note: Jamaica Center-bound J trains skip 104 St and 121 St from 5:30 PM to 6:30 PM,  weekdays; take a Q56 bus or the Z instead.                          5/19/17 4:36 PM             NYC           ","All times until Summer 2017Manhattan-bound Z trains skip 121 St and 104 St,  due to station rehabilitation. To these stations,  use the nearby 111 St or Woodhaven Blvd stations instead. Or,  take the Manhattan-bound J to 111 St or Woodhaven Blvd and transfer to a Jamaica Center-bound J. From these stations,  use the nearby 111 St or Woodhaven Blvd stations instead. Or,  take the Q56 bus and transfer to/from J service at nearby 111 St or Woodhaven Blvd.Note: Jamaica Center-bound J trains skip 104 St and 121 St from 5:30 PM to 6:30 PM,  weekdays; take a Q56 bus or the Z instead.",NYC,5/19/17 16:36,68490,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,317668,4d8e4,3 Line - Weekend and Weekday Planned Service Changes,"         WEEKEND 11:45 PM Fri to 5 AM Mon,  Apr 15 - 18 3 service operates to/from New Lots Av all weekend,  replacing the 4 in Brooklyn.  11:30 PM Fri to 5 AM Mon,  Apr 15 - 18 3 service runs local in both directions between Chambers St and 34 St-Penn Station.  All times until Fall 2016 3 service skips Saratoga Av and Pennsylvania Av  To/from Saratoga Av,  use free shuttle buses to/from the Rockaway Av station at all times. B7 customers can transfer to/from free shuttle buses at Saratoga Av.  To/from Pennsylvania Av,  use free shuttle buses to/from the Van Siclen Av station at all times. B20 and B83 customers can transfer to/from free shuttle buses at Pennsylvania Av. Note: Transfer is available with MetroCard.                          4/14/16 4:03 PM             NYC           ","WEEKEND 11:45 PM Fri to 5 AM Mon,  Apr 15 - 18 3 service operates to/from New Lots Av all weekend,  replacing the 4 in Brooklyn.  11:30 PM Fri to 5 AM Mon,  Apr 15 - 18 3 service runs local in both directions between Chambers St and 34 St-Penn Station.  All times until Fall 2016 3 service skips Saratoga Av and Pennsylvania Av  To/from Saratoga Av,  use free shuttle buses to/from the Rockaway Av station at all times. B7 customers can transfer to/from free shuttle buses at Saratoga Av.  To/from Pennsylvania Av,  use free shuttle buses to/from the Van Siclen Av station at all times. B20 and B83 customers can transfer to/from free shuttle buses at Pennsylvania Av. Note: Transfer is available with MetroCard.",NYC,4/14/16 16:03,4d8e4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,301869,49b2d,6 Line - Weekday and Weekend Planned Service Changes,"         NIGHTS 12:01 AM to 5 AM,  Tue to Fri,  Feb 2 - 5 6 service operates in two sections: 1. Between Pelham Bay Park and 125 St. 2. Between 125 St and Brooklyn Bridge.  Transfer at 125 St to continue your trip.  DAYS 10:30 AM to 3 PM,  Mon to Fri,  Feb 1 - 5 The last stop for some 6 service headed toward Pelham Bay Park is 3 Av-138 St.  To continue your trip,  transfer at 3 Av-138 St to a Pelham Bay Park-bound 6.  These service changes affect one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  10:15 AM to 3 PM,  Mon to Fri,  Feb 1 - 5 Pelham Bay Park-bound 6 service runs express from Parkchester to Pelham Bay Park.  10:15 AM to 1 PM,  Mon to Fri,  Feb 1 - 5 Brooklyn Bridge-bound 6 express service runs local from Parkchester to 3 Av-138 St.  1 PM to 3 PM,  Mon to Fri,  Feb 1 - 5 Pel                          1/29/16 4:19 PM             NYC           ","NIGHTS 12:01 AM to 5 AM,  Tue to Fri,  Feb 2 - 5 6 service operates in two sections: 1. Between Pelham Bay Park and 125 St. 2. Between 125 St and Brooklyn Bridge.  Transfer at 125 St to continue your trip.  DAYS 10:30 AM to 3 PM,  Mon to Fri,  Feb 1 - 5 The last stop for some 6 service headed toward Pelham Bay Park is 3 Av-138 St.  To continue your trip,  transfer at 3 Av-138 St to a Pelham Bay Park-bound 6.  These service changes affect one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  10:15 AM to 3 PM,  Mon to Fri,  Feb 1 - 5 Pelham Bay Park-bound 6 service runs express from Parkchester to Pelham Bay Park.  10:15 AM to 1 PM,  Mon to Fri,  Feb 1 - 5 Brooklyn Bridge-bound 6 express service runs local from Parkchester to 3 Av-138 St.",NYC,1/29/16 16:19,49b2d,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,342458,539ba,2 Line - Weekend Planned Service Changes,"         3:45 AM Sat to 10 PM Sun,  Jul 23 - 242 service operates in two sections:1. Between Flatbush Av and E 180 St,  and via the 5 to/from Dyre Av.2. Between E 180 St and 241 St. To continue your trip,  transfer at E 180 St.3:45 AM Sat to 10 PM Sun,  Jul 23 - 24E 180 St-bound 2 service runs express from 241 St to E 180 St.This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.                          7/21/16 4:01 PM             NYC           ","3:45 AM Sat to 10 PM Sun,  Jul 23 - 242 service operates in two sections:1. Between Flatbush Av and E 180 St,  and via the 5 to/from Dyre Av.2. Between E 180 St and 241 St. To continue your trip,  transfer at E 180 St.3:45 AM Sat to 10 PM Sun,  Jul 23 - 24E 180 St-bound 2 service runs express from 241 St to E 180 St.This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.",NYC,7/21/16 16:01,539ba,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,325964,4f94c,3 Line - Weekend and Weekday Planned Service Changes,"         WEEKEND11:45 PM Fri to 5 AM Mon,  May 20 - 233 service operates to/from New Lots Av all weekend.11:30 PM Fri to 5 AM Mon,  May 20 - 233 service runs local between Chambers St and 34 St.All times until Fall 20163 service skips Saratoga Av and Pennsylvania Av. To/from Saratoga Av,  use free shuttle buses to/from the Rockaway Av station at all times. B7 customers can transfer to/from free shuttle buses at Saratoga Av. To/from Pennsylvania Av,  use free shuttle buses to/from the Van Siclen Av station at all times. B20 and B83 customers can transfer to/from free shuttle buses at Pennsylvania Av.Note: Transfer is available with MetroCard.                          5/19/16 4:11 PM             NYC           ","WEEKEND11:45 PM Fri to 5 AM Mon,  May 20 - 233 service operates to/from New Lots Av all weekend.11:30 PM Fri to 5 AM Mon,  May 20 - 233 service runs local between Chambers St and 34 St.All times until Fall 20163 service skips Saratoga Av and Pennsylvania Av. To/from Saratoga Av,  use free shuttle buses to/from the Rockaway Av station at all times. B7 customers can transfer to/from free shuttle buses at Saratoga Av. To/from Pennsylvania Av,  use free shuttle buses to/from the Van Siclen Av station at all times. B20 and B83 customers can transfer to/from free shuttle buses at Pennsylvania Av.Note: Transfer is available with MetroCard.",NYC,5/19/16 16:11,4f94c,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,191668,2ecb4,N Line _研 Weeknight Planned Service Change,"         11:45 PM to 5 AM,  Mon to Fri,  Oct 13 - 17 Ditmars Blvd N trains run express from 36 St to Atlantic Av-Barclays Ctr and skip DeKalb Av.                            10/10/14 5:04 PM             NYC           ","11:45 PM to 5 AM,  Mon to Fri,  Oct 13 - 17 Ditmars Blvd N trains run express from 36 St to Atlantic Av-Barclays Ctr and skip DeKalb Av.",NYC,10/10/14 17:04,2ecb4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
